Plant,TÊN CỬA HÀNG,Chi nhánh,TỈNH/TP (TRÊN SAP),Tier,Latitude,Longitude,Total View GMB,Tin nhắn FMB x ZMB,Chỉ đường GMB,Điểm 5* GMB
1128,PNJ CoopExtra Sư Vạn Hạnh,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7709514,106.6698336,11743,0,146,3.0
1130,PNJ Aeon Tân Phú,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8015819,106.6174433,10854,201,168,3.25
1131,PNJ Tasco Mall Hà Nội,Miền Bắc,Hà Nội,Tier 1,21.051022,105.8927767,11663,421,207,5.0
1133,"TTKH 403 Thống Nhất, Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8519786,106.6654599,22361,141,321,4.64
1134,"PNJ NEXT 362 Nguyễn Văn Nghi, Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8245847,106.6865292,23598,676,802,4.68
1135,"TTKH 632-632A Quang Trung, Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8361706,106.6599802,13433,480,363,5.0
1136,"TTKH 411-413 Quang Trung, Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8309748,106.6688945,6835,31,251,0.0
1137,"TTKH 375 Nguyễn Oanh, Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8442179,106.6772349,11232,57,246,5.0
1138,"TTKH 255A-255B Hậu Giang, Q6",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7496198,106.6432596,11704,549,268,5.0
1139,"TTKH 909 Hậu Giang, Q6",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7460534,106.6276795,14407,416,388,5.0
1140,"TTKH 56B-56C Bà Hom, Q6",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7571778,106.6263198,7632,149,230,5.0
1141,"TTKH 292 Hai Bà Trưng, Q1",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7892138,106.690698,20366,681,607,5.0
1142,"TTKH 159A Phan Đăng Lưu, Phú Nhuận",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8011935,106.6826112,15591,625,363,5.0
1143,"TTKH 664/1-666 Nguyễn Đình Chiểu, Q3",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7686192,106.6805713,10160,83,447,5.0
1144,"TTKH 86-88 Nguyễn Trãi, Q5",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.758013,106.6796213,22686,465,747,5.0
1145,TTKH 385B CTM8.Q10,Hồ Chí Minh,Hồ Chí Minh,Tier 01,10.7805121,106.676387,21319,0,221,0.0
1147,PNJ Coop Xa Lộ Hà Nội,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8480014,106.7743068,4354,0,162,5.0
1148,PNJ Vincom Lê Văn Việt,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8449727,106.7786146,13103,0,375,5.0
1149,PNJ CoopExtra Thủ Đức,Hồ Chí Minh,Hồ Chí Minh,Tier 1,,,6153,26,174,5.0
1150,PNJ Vincom Thủ Đức,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8503199,106.7657016,8231,152,154,0.0
1153,PNJ Lottemart Gò Vấp,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8380202,106.6708748,6321,59,143,5.0
1155,PNJ Vincom Gò Vấp,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8269376,106.6890857,5735,20,128,5.0
1157,PNJ Nowzone,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7644791,106.6822648,11452,46,148,0.0
1159,PNJ Vincom Đồng Khởi,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7777857,106.7016596,11892,215,384,5.0
1165,PNJ Saigon Centre,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7731031,106.70105,14058,377,207,0.0
1169,PNJ Vincom Thảo Điền,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8019902,106.7400981,12192,123,173,0.0
1171,PNJ SC VivoCity,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7298577,106.7032856,5280,287,201,0.0
1172,PNJ Lottemart Q7,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7409449,106.7018086,9784,400,156,0.0
1174,PNJ Coop Huỳnh Tấn Phát,Hồ Chí Minh,Hồ Chí Minh,Tier 1,,,6919,49,653,5.0
1176,"CH Bạc 76 Nơ Trang Long, Bình Thạnh",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8078304,106.6952702,6825,0,365,5.0
1187,"CH Bạc 338 Phan Đình Phùng, Phú Nhuận",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.79871,106.680676,13204,0,376,4.5
1188,"CH Bạc 21 Trần Quang Khải, Q1",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7924442,106.6953074,22495,0,509,0.0
1190,"CH Bạc 477 Nguyễn Tri Phương, Q10",Hồ Chí Minh,Hồ Chí Minh,Tier 1,,,13242,0,433,4.0
1192,"CH Bạc 305 Nguyễn Đình Chiểu, Q3",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7727074,106.6847637,44903,0,939,5.0
1193,"CH Bạc 459 Trường Chinh, Tân Bình",Hồ Chí Minh,Hồ Chí Minh,Tier 1,,,10489,0,410,5.0
1197,"TTKH 58 Quang Trung, Hà Đông",Miền Bắc,Hà Nội,Tier 1,20.9707002,105.7752384,28261,1247,1554,5.0
1198,"TTKH 129 Chùa Bộc, Đống Đa",Miền Bắc,Hà Nội,Tier 1,21.0078264,105.8279534,23846,1460,668,3.0
1199,"TTKH 243 Xã Đàn, Đống Đa",Miền Bắc,Hà Nội,Tier 1,21.0166503,105.8313618,41639,1055,742,5.0
1200,"TTKH 334 Cầu Giấy, Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0356059,105.7928049,32314,407,1185,4.9
1202,"PNJ BigC Thăng Long, Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.007443,105.7931823,33765,257,875,5.0
1205,PNJ Aeon Long Biên,Miền Bắc,Hà Nội,Tier 1,21.0274359,105.8987956,14311,1091,327,4.92
1208,PNJ Vincom Royalcity,Miền Bắc,Hà Nội,Tier 1,21.0021365,105.8151956,22147,692,298,4.85
1209,PNJ Vincom Nguyễn Chí Thanh,Miền Bắc,Hà Nội,Tier 1,,,21813,701,262,5.0
1210,PNJ Vincom Timescity,Miền Bắc,Hà Nội,Tier 1,20.9948192,105.86854,15202,1089,231,4.0
1219,Style 256 Cầu Giấy,Miền Bắc,Hà Nội,Tier 1,21.034385,105.796044,38191,622,649,4.78
1224,"TTKH 30 Quán Thánh, Ba Đình",Miền Bắc,Hà Nội,Tier 1,21.0403897,105.8465297,16462,499,425,5.0
1225,"TTKH 65 Hai Bà Trưng, Long Xuyên",Miền Tây,An Giang,Tier 1,10.3813568,105.4429565,9071,885,149,5.0
1227,PNJ Coop Châu Đốc,Miền Tây,An Giang,Tier 2,10.7077833,105.1253525,4337,256,123,0.0
1228,PNJ Vincom Long Xuyên,Miền Tây,An Giang,Tier 1,10.3839083,105.43725,2096,726,69,0.0
1229,"TTKH 19-21 Nguyễn Văn Thoại, Châu Đốc",Miền Tây,An Giang,Tier 2,10.7090802,105.1180817,5267,873,159,0.0
1230,"TTKH 198 Hà Hoàng Hổ, Long Xuyên",Miền Tây,An Giang,Tier 1,10.3778042,105.4336863,5505,473,149,0.0
1231,PNJ Coop Tân Thành,Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 3,10.592586,107.0546577,3615,247,94,5.0
1232,"PNJ NEXT 380 Lê Hồng Phong, Vũng Tàu",Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 1,10.3525314,107.0876027,10501,2257,337,0.0
1233,PNJ Coop Vũng Tàu,Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 1,10.3669944,107.0855396,5510,110,99,5.0
1234,PNJ Coop Bà Rịa,Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 2,10.4894835,107.1743041,4865,249,167,5.0
1235,"TTKH 165 Trần Phú, Bạc Liêu",Miền Tây,Bạc Liêu,Tier 2,9.29095759999999,105.7215364,5552,2217,160,5.0
1237,"TTKH 448-450 Ngô Gia Tự, Bắc Ninh",Miền Bắc,Bắc Ninh,Tier 2,21.1824429,106.0644752,9622,1188,531,0.0
1238,"TTKH 204 Trần Phú Từ Sơn, Bắc Ninh",Miền Bắc,Bắc Ninh,Tier 3,21.1182263,105.9595913,5262,1136,252,5.0
1239,"TTKH 58C-62C Đồng Khởi, Bến Tre",Miền Tây,Bến Tre,Tier 2,10.2518527,106.3731509,6658,1282,270,4.0
1240,PNJ SenseCity Bến Tre,Miền Tây,Bến Tre,Tier 2,10.2413481,106.3765338,6367,0,106,5.0
1241,"TTKH 171 Nguyễn Thái Học, Quy Nhơn",Miền Trung,Bình Định,Tier 1,13.769745,109.2178767,4046,747,102,5.0
1242,"07 Nguyễn Tất Thành, Quy Nhơn",Miền Trung,Bình Định,Tier 1,13.7674814,109.2220084,4792,409,105,5.0
1243,PNJ BigC Quy Nhơn,Miền Trung,Bình Định,Tier 1,13.7214259,109.2116538,10749,551,142,5.0
1244,"TTKH 459 Đại lộ Bình Dương, Thủ Dầu Một",Đông Nam Bộ,Bình Dương,Tier 1,10.9810096,106.6668314,19948,2361,574,4.46
1245,"TTKH 51 ĐT745, Thuận An",Đông Nam Bộ,Bình Dương,Tier 1,10.91661,106.702464,8063,807,378,4.86
1246,PNJ Aeon Bình Dương,Đông Nam Bộ,Bình Dương,Tier 1,10.9324275,106.7119217,22590,547,4788,4.88
1248,PNJ Coop Bình Dương,Đông Nam Bộ,Bình Dương,Tier 1,10.9645131,106.6675335,4743,204,222,4.96
1249,PNJ Coop Bình Dương 2,Đông Nam Bộ,Bình Dương,Tier 1,10.9842519,106.6669437,7297,260,182,0.0
1250,PNJ Vincom Trần Duy Hưng,Miền Bắc,Hà Nội,Tier 1,21.0068021,105.7958258,19984,994,167,4.82
1251,PNJ BigC Dĩ An,Đông Nam Bộ,Bình Dương,Tier 1,10.8850696,106.7606752,11165,204,213,5.0
1252,"TTKH 230 Nguyễn An Ninh, Dĩ An",Đông Nam Bộ,Bình Dương,Tier 1,10.904187,106.7680022,15999,1654,373,4.96
1253,"TTKH 874 Phú Riềng Đỏ, Đồng Xoài",Đông Nam Bộ,Bình Phước,Tier 2,11.5315296,106.8972454,6288,766,305,5.0
1254,PNJ Coop Đồng Xoài,Đông Nam Bộ,Bình Phước,Tier 2,11.5376451,106.8987055,4256,834,112,0.0
1255,PNJ Coop Phan Thiết,Tây Nguyên,Tây Nguyên,Tier 2,10.9298075,108.1055777,4559,0,111,0.0
1256,"TTKH 40 Nguyễn Thị Minh Khai, Phan Thiết",Tây Nguyên,Tây Nguyên,Tier 2,10.9274614,108.0976976,5447,832,172,5.0
1258,"TTKH 70 Trần Hưng Đạo, Cà Mau",Miền Tây,Cà Mau,Tier 2,9.1803051,105.1575299,6411,802,181,0.0
1259,PNJ Sensecity Cà Mau,Miền Tây,Cà Mau,Tier 2,9.178391,105.1548922,3028,220,73,1.0
1260,Next Cần Thơ,Miền Tây,Cần Thơ,Tier 1,10.0253054,105.7756477,16662,3309,272,3.0
1261,PNJ Coop Thốt Nốt,Miền Tây,Cần Thơ,Tier 3,10.2696374,105.5361213,2947,272,116,0.0
1262,"TTKH 178 Trần Hưng Đạo, Ninh Kiều",Miền Tây,Cần Thơ,Tier 1,10.036194,105.7760036,17576,917,405,0.0
1264,"TTKH 208 Nguyễn Văn Cừ, Ninh Kiều",Miền Tây,Cần Thơ,Tier 1,10.0516104,105.7730725,12830,943,296,0.0
1265,PNJ Sensecity Cần Thơ,Miền Tây,Cần Thơ,Tier 1,10.0318916,105.7831371,5130,639,116,0.0
1266,PNJ Vincom Xuân Khánh,Miền Tây,Cần Thơ,Tier 1,10.0256791,105.7757161,7909,607,157,0.0
1267,"TTKH 691 Tôn Đức Thắng, Liên Chiểu",Miền Trung,Đà Nẵng,Tier 2,16.0671685,108.1523523,7388,823,229,5.0
1268,PNJ BigC Đà Nẵng,Miền Trung,Đà Nẵng,Tier 1,16.0673493,108.2150902,19916,348,289,5.0
1269,"TTKH 70-72 Trần Phú, Hải Châu",Miền Trung,Đà Nẵng,Tier 1,16.0704449,108.2239352,25188,1517,569,4.94
1272,PNJ Vincom Ngô Quyền Đà Nẵng,Miền Trung,Đà Nẵng,Tier 2,16.0714014,108.2299673,5406,196,151,5.0
1273,"TTKH 359 Phan Châu Trinh, Hải Châu",Miền Trung,Đà Nẵng,Tier 1,16.0569059,108.2189047,13379,1579,227,5.0
1274,"TTKH 210-212 Đống Đa, Đà Nẵng",Miền Trung,Đà Nẵng,Tier 1,16.0783256,108.2168096,5912,388,158,5.0
1275,PNJ Lottemart Đà Nẵng,Miền Trung,Đà Nẵng,Tier 1,16.0348373,108.2292584,11539,253,184,5.0
1276,"TTKH 411 Lê Duẩn, Thanh Khê",Miền Trung,Đà Nẵng,Tier 1,16.0676109,108.2081307,10658,766,247,3.63
1277,"TTKH 32 Quang Trung, Buôn Ma Thuột",Tây Nguyên,Tây Nguyên,Tier 1,12.6812258,108.0432438,6744,336,283,1.0
1278,PNJ Coop Buôn Ma Thuột,Tây Nguyên,Tây Nguyên,Tier 1,12.6921624,108.0620401,5666,409,325,5.0
1280,PNJ Coop Đắk Nông,Tây Nguyên,Tây Nguyên,Tier 2,12.0034771,107.6855533,2928,279,144,0.0
1281,TTKH 136 Võ Thị Sáu,Đông Nam Bộ,Đồng Nai,Tier 1,10.946762,106.8271606,13622,571,537,4.75
1282,"TTKH Next 1393 Phạm Văn Thuận, Biên Hòa",Đông Nam Bộ,Đồng Nai,Tier 1,10.9580272,106.8385449,8041,2569,554,5.0
1283,"TTKH G58 Hùng Vương, Long Khánh",Đông Nam Bộ,Đồng Nai,Tier 2,10.9360063,107.2415768,6860,2791,304,5.0
1286,PNJ BigC Tân Hiệp,Đông Nam Bộ,Đồng Nai,Tier 1,10.9666065,106.8544657,6514,606,285,5.0
1287,"TTKH 6/1B Quốc Lộ 20, Thống Nhất",Đông Nam Bộ,Đồng Nai,Tier 3,11.0329257,107.1783489,6771,796,207,0.0
1289,"TTKH 622K-624 Lê Duẩn, Long Thành",Đông Nam Bộ,Đồng Nai,Tier 3,10.7685627,106.9554957,7819,2166,396,4.94
1290,PNJ BigC Đồng Nai,Đông Nam Bộ,Đồng Nai,Tier 1,10.9056093,106.8504338,9166,181,240,5.0
1291,"TTKH 124 Hùng Vương, Sa Đéc",Miền Tây,Đồng Tháp,Tier 2,10.2954488,105.7664771,4537,901,202,5.0
1292,PNJ Coop Cao Lãnh,Miền Tây,Đồng Tháp,Tier 2,10.4595722,105.6406717,4024,675,99,0.0
1294,PNJ 90 Hai Bà Trưng- Pleiku,Tây Nguyên,Tây Nguyên,Tier 2,13.9802419,107.9962818,6569,961,199,0.0
1295,PNJ Coop Pleiku,Tây Nguyên,Tây Nguyên,Tier 2,13.9872742,108.0081943,4125,0,85,5.0
1299,"TTKH 18A Lạch Tray, Hải Phòng",Miền Bắc,Hải Phòng,Tier 1,20.8502618,106.6879977,15944,1913,286,5.0
1300,"TTKH 217 Lạc Long Quân, Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0537976,105.8088354,17436,650,442,4.99
1304,"TTKH 271 Trần Hưng Đạo,Huế",Miền Trung,Thừa Thiên Huế,Tier 1,16.4736762,107.5882115,4749,654,93,4.78
1305,"TTKH 27 Hà Nội, Huế",Miền Trung,Thừa Thiên Huế,Tier 1,16.4637002,107.59341,10194,2635,176,4.92
1307,PNJ Lottemart Nha Trang,Tây Nguyên,Tây Nguyên,Tier 1,12.2516974,109.1770415,5400,234,99,0.0
1311,"TTKH 38 Hoàng Hoa Thám, Rạch Giá",Miền Tây,Kiên Giang,Tier 2,10.0116454,105.0834877,2574,397,155,0.0
1312,"TTKH 353 Nguyễn Trung Trực, Rạch Giá",Miền Tây,Kiên Giang,Tier 2,9.9973931,105.0921491,5256,1604,151,5.0
1313,TTKH Phan Thị Ràng,Miền Tây,Kiên Giang,Tier 2,10.0058449,105.0855053,3791,158,109,0.0
1314,"TTKH 297 Trần Hưng Đạo, Kon Tum",Tây Nguyên,Tây Nguyên,Tier 2,14.3497063,108.0043334,3092,1073,112,3.0
1316,"TTKH 25-27 Phan Bội Châu, Đà Lạt",Tây Nguyên,Tây Nguyên,Tier 2,11.9438584,108.4366454,11953,1182,239,5.0
1317,PNJ BigC Đà Lạt,Tây Nguyên,Tây Nguyên,Tier 2,11.9393622,108.445203,10210,628,325,1.0
1318,PNJ Coop Bảo Lộc,Tây Nguyên,Tây Nguyên,Tier 2,11.5313923,107.7793872,3592,197,125,0.0
1319,"TTKH 188A Hoàng Liên, Lào Cai",Miền Bắc,Lào Cai,Tier 2,22.4933699,103.9683565,3308,2125,112,0.0
1320,"TTKH 51 Trương Định, Tân An",Miền Tây,Long An,Tier 2,10.5381411,106.4137167,4465,867,200,5.0
1321,PNJ Coop Tân An,Miền Tây,Long An,Tier 2,10.534873,106.4112182,7473,324,115,4.69
1322,"TTKH 86 Hùng Vương, Tân An",Miền Tây,Long An,Tier 2,10.5371969,106.4054713,7909,1152,172,0.0
1323,PNJ Coop Bến Lức,Miền Tây,Long An,Tier 3,10.6374618,106.4830356,5172,0,108,5.0
1324,"TTKH 107 Nguyễn Hữu Thọ, Bến Lức",Miền Tây,Long An,Tier 3,10.6393887,106.4865165,6369,764,216,5.0
1326,"TTKH 52 Quang Trung, Nam Định",Miền Bắc,Nam Định,Tier 2,20.4291129,106.1719091,9410,2054,385,0.0
1327,"TTKH 159 Trần Hưng Đạo, Ninh Bình",Miền Bắc,Ninh Bình,Tier 2,20.2610771,105.9701804,6757,2536,418,5.0
1329,PNJ Vincom Tuy Hoà,Tây Nguyên,Tây Nguyên,Tier 2,13.1015569,109.3088412,6189,101,115,0.0
1330,"TTKH 199B Trần Hưng Đạo, Tuy Hòa",Tây Nguyên,Tây Nguyên,Tier 2,13.0861737,109.3067291,3148,1236,129,0.0
1331,"TTKH 79A Trần Hưng Đạo, Đồng Hới",Miền Trung,Quảng Bình,Tier 1,17.4698212,106.6153621,4414,2355,183,5.0
1332,"TTKH 461 Phan Châu Trinh, Tam Kỳ",Miền Trung,Quảng Nam,Tier 1,15.5653179,108.494623,5123,1734,219,5.0
1333,"TTKH 236 Lý Thường Kiệt, Hội An",Miền Trung,Quảng Nam,Tier 2,15.8827318,108.3307296,7798,776,275,5.0
1337,PNJ Vincom Hạ Long,Miền Bắc,Quảng Ninh,Tier 1,20.9504242,107.0845748,4002,540,123,0.0
1338,"TTKH Lô 1-2 Trần Hưng Đạo, Hạ Long",Miền Bắc,Quảng Ninh,Tier 1,20.9541883,107.0853495,4762,1474,161,0.0
1339,"TTKH 86 Quốc Lộ 9B, Đông Hà",Miền Trung,Quảng Trị,Tier 1,16.8139655,107.1006017,4479,1107,242,5.0
1340,"TTKH 25 Hai Bà Trưng, Sóc Trăng",Miền Tây,Sóc Trăng,Tier 2,9.6034451,105.9741008,8745,1712,172,0.0
1341,PNJ Coop Sóc Trăng,Miền Tây,Sóc Trăng,Tier 2,9.6157913,105.9681099,2990,824,87,0.0
1342,"TTKH 877 Cách Mạng Tháng Tám, Tây Ninh",Đông Nam Bộ,Tây Ninh,Tier 2,11.308224,106.1171963,9032,697,231,5.0
1343,PNJ Coop Tây Ninh,Đông Nam Bộ,Tây Ninh,Tier 2,11.3079931,106.1087157,4070,227,134,0.0
1344,PNJ Coop Trảng Bàng,Đông Nam Bộ,Tây Ninh,Tier 3,11.0327936,106.3542769,4535,52,189,5.0
1345,"TTKH 110 Lương Ngọc Quyến, Thái Nguyên",Miền Bắc,Thái Nguyên,Tier 2,21.5958646,105.8244038,4093,2548,792,5.0
1347,"TTKH 139-141 Lê Hoàn, Thanh Hóa",Miền Bắc,Thanh Hóa,Tier 2,19.8060292,105.779321,9439,4659,619,4.43
1348,PNJ Coop Mỹ Tho,Miền Tây,Tiền Giang,Tier 2,,,3392,538,107,3.0
1349,PNJ Coop Gò Công,Miền Tây,Tiền Giang,Tier 3,10.3547154,106.673095,2861,159,168,5.0
1350,PNJ Coop Cai Lậy,Miền Tây,Tiền Giang,Tier 3,10.4081888,106.1197738,3954,1032,99,5.0
1353,"TTKH 2 Điện Biên Phủ, Trà Vinh",Miền Tây,Trà Vinh,Tier 2,9.9341944,106.341394,6122,1474,119,5.0
1355,"TTKH 1B Trưng Nữ Vương, Vĩnh Long",Miền Tây,Vĩnh Long,Tier 2,10.2541144,105.9710004,9611,1143,218,5.0
1356,PNJ Coop Vĩnh Long,Miền Tây,Vĩnh Long,Tier 2,10.2548066,105.9710067,7391,241,141,0.0
1358,"TTKH 3/27 Quang Trung, Hóc Môn",Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.8883175,106.5960959,7121,488,268,0.0
1359,"TTKH 294A Ba Tháng Hai,Q10",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7705123,106.6718658,11285,615,823,1.0
1360,"TTKH 303G Nguyễn Sơn, Tân Phú",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.783875,106.6227292,13864,772,308,5.0
1361,"TTKH 139-141 Võ Văn Ngân, Thủ Đức",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8507674,106.7611936,18077,626,672,5.0
1362,"TTKH 52A-52B Nguyễn Văn Trỗi, Phú Nhuận",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7940862,106.6784038,38846,233,1226,4.94
1363,"TTKH 5-7 An Dương Vương, Q5",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7565391,106.6713692,18813,519,686,5.0
1364,"TTKH 6A Trần Nhân Tông, Hai Bà Trưng",Miền Bắc,Hà Nội,Tier 1,21.0169178,105.8512477,17783,1399,669,5.0
1365,"TTKH 269A Cách Mạng Tháng Tám, Bà Rịa",Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 2,10.4952598,107.1730142,7010,1343,307,2.5
1366,"TTKH 334-336 Trần Hưng Đạo, Quy Nhơn",Miền Trung,Bình Định,Tier 1,13.7778557,109.2274831,7513,891,205,5.0
1367,"PNJ NEXT 3-3A Hùng Vương, Thủ Dầu Một",Đông Nam Bộ,Bình Dương,Tier 1,10.9776474,106.6565833,9892,602,497,4.94
1368,"TTKH 46 Ngô Quyền, Ninh Kiều",Miền Tây,Cần Thơ,Tier 1,10.0342247,105.7873121,5263,1154,264,0.0
1369,"TTKH 123 Hùng Vương,Hải Châu",Miền Trung,Đà Nẵng,Tier 1,16.0678544,108.2173039,11582,348,326,5.0
1370,"TTKH 190-192 Nguyễn Tất Thành,BMT",Tây Nguyên,Tây Nguyên,Tier 1,12.6904989,108.060884,10527,2796,236,3.0
1371,"TTKH 705 Phạm Văn Thuận, Biên Hòa",Đông Nam Bộ,Đồng Nai,Tier 1,10.9479965,106.8553125,14571,1910,645,4.97
1373,"TTKH 25-27 Lý Thánh Tôn, Nha Trang",Tây Nguyên,Tây Nguyên,Tier 1,12.2490051,109.1903521,11868,1078,433,3.0
1374,"TTKH 10-11 Quang Trung Vinh,Nghệ An",Miền Bắc,Nghệ An,Tier 2,18.6690338,105.6739515,8574,2290,437,0.0
1375,"TTKH 30/2 Ấp Bắc,Mỹ Tho",Miền Tây,Tiền Giang,Tier 2,10.3646296,106.3576324,8632,1588,205,5.0
1376,"TTKH 560 Thống Nhất,Phan Rang Tháp Chàm",Tây Nguyên,Tây Nguyên,Tier 2,11.5604582,108.9896373,5544,3075,153,0.0
1377,"TTKH 3/2 Đồng Khởi,Đồng Khởi",Đông Nam Bộ,Đồng Nai,Tier 1,10.9567481,106.8606568,11448,756,411,4.96
1378,"TTKH 101-103 Nguyễn Gia Trí,Bình Thạnh",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8053822,106.7159545,22422,411,634,2.78
1379,"TTKH 216 Đỗ Xuân Hợp,Q9",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8274865,106.7686205,14419,567,533,4.94
1380,"TTKH 863-865 Quang Trung,Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8434396,106.6411115,13794,442,448,5.0
1381,"TTKH 1871 Huỳnh Tấn Phát,Nhà Bè",Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.6966707,106.7393377,6385,226,208,5.0
1382,"PNJ CresentMall,Q7",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7285727,106.7185675,6620,350,146,4.64
1383,"TTKH 745 Lê Trọng Tấn,Bình Tân",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8156449,106.6029923,11637,411,296,5.0
1384,PNJ Vincom Landmark 81,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7936931,106.7221373,12125,96,162,4.5
1385,"TTKH 337 Cộng Hòa,Tân Bình",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8020394,106.6429208,14779,242,466,5.0
1386,PNJ Centralmall Củ Chi,Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.9838256,106.5797991,2879,197,71,2.0
1388,"TTKH 514 Bạch Mai,Hai Bà Trưng",Miền Bắc,Hà Nội,Tier 1,20.9964377,105.8498753,19079,670,420,5.0
1389,"TTKH 94-96 Kim Mã,Ba Đình",Miền Bắc,Hà Nội,Tier 1,21.0323397,105.8273751,33202,983,494,4.6
1390,PNJ Vincom Trần Phú Thanh Hóa,Miền Bắc,Thanh Hóa,Tier 2,19.8102226,105.7775083,9343,680,424,5.0
1391,PNJ Vincom Lý Thái Tổ Bắc Ninh,Miền Bắc,Bắc Ninh,Tier 2,21.1783389,106.072202,9823,955,268,5.0
1392,"TTKH 1 Tam Thanh,Lạng Sơn",Miền Bắc,Lạng Sơn,Tier 3,21.8568162,106.7460686,946,911,124,5.0
1394,"TTKH 176 Mai Thúc Loan,Huế",Miền Trung,Thừa Thiên Huế,Tier 1,16.4746547,107.5794811,5535,572,133,4.87
1395,"TTKH 72 Ông Ích Đường,Cẩm Lệ",Miền Trung,Đà Nẵng,Tier 2,16.015705,108.2048887,10765,483,252,5.0
1397,PNJ Vincom Đồng Hới,Miền Trung,Quảng Bình,Tier 1,17.4646465,106.6276997,4803,505,140,5.0
1398,PNJ Vincom Huế,Miền Trung,Thừa Thiên Huế,Tier 1,16.4631061,107.5945241,5088,108,138,5.0
1401,"TTKH 92-94 Huỳnh Thúc Kháng,Gia Nghĩa",Tây Nguyên,Tây Nguyên,Tier 2,12.0044978,107.6833158,2453,526,105,5.0
1404,"TTKH 121 Thống Nhất,Đức Trọng",Tây Nguyên,Tây Nguyên,Tier 3,11.7314968,108.3754917,4313,2574,213,5.0
1405,PNJ Vincom Trần Phú Nha Trang,Tây Nguyên,Tây Nguyên,Tier 1,12.233215,109.1972188,11974,87,158,5.0
1406,"TTKH 462 Nguyễn Thị Thập,Q7",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7395998,106.7071818,27578,1272,927,4.6
1407,PNJ DiamondPlaza,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7808086,106.6987697,7611,16,143,0.0
1408,"TTKH 85 Hùng Vương,Hòa Thành",Đông Nam Bộ,Tây Ninh,Tier 3,11.2863203,106.1291625,5644,680,184,5.0
1409,PNJ Coop Phan Rí Cửa,Tây Nguyên,Tây Nguyên,Tier 3,11.1804493,108.5765815,654,0,86,0.0
1410,PNJ Coop Cần Giuộc,Miền Tây,Long An,Tier 3,,,4329,277,101,0.0
1411,PNJ Go Mỹ Tho,Miền Tây,Tiền Giang,Tier 2,10.3590388,106.3409454,8124,1349,166,5.0
