Plant,TÊN CỬA HÀNG,Chi nhánh,TỈNH/TP (TRÊN SAP),Tier,Latitude,Longitude,Total View GMB,Tin nhắn FMB x ZMB,Chỉ đường GMB,Điểm 5* GMB
1412,"TTKH 245 Trần Phú,Cẩm Phả",Miền Bắc,Quảng Ninh,Tier 3,21.0130045,107.281598,2219,328,125,0.0
1413,"TTKH 168 Hùng Vương,Móng Cái",Miền Bắc,Quảng Ninh,Tier 2,21.5276805,107.9707936,551,0,124,0.0
1416,"TTKH 165 Nguyễn Văn Thoại,Sơn Trà",Miền Trung,Đà Nẵng,Tier 2,16.0551122,108.2415806,12879,1032,374,5.0
1418,PNJ SenseCity Phạm Văn Đồng,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8276757,106.7223512,9923,79,168,5.0
1419,"TTKH 1580 Hùng Vương,Việt Trì",Miền Bắc,Phú Thọ,Tier 2,21.3271818,105.3801178,4576,1395,190,0.0
1420,"TTKH 139-141 Lê Trọng Tấn,Tân Phú",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8059626,106.6278496,13857,230,417,4.33
1421,"PNJ NEXT 196 Hai Bà Trưng,Q1",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7865068,106.6940043,33338,408,1586,4.25
1427,"TTKH 513 Điện Biên Phủ,Thanh Khê",Miền Trung,Đà Nẵng,Tier 1,16.0654097,108.1856748,9542,1332,214,5.0
1428,"TTKH 455 Núi Thành,Hải Châu",Miền Trung,Đà Nẵng,Tier 1,16.0368661,108.2223497,10726,739,277,5.0
1429,PNJ Vincom Quảng Ngãi,Miền Trung,Quảng Ngãi,Tier 1,15.1135282,108.8101722,5688,396,282,5.0
1430,"TTKH 113 Phạm Ngũ Lão,Hải Dương",Miền Bắc,Hải Dương,Tier 2,20.9379858,106.3226223,6100,2057,422,0.0
1432,"TTKH 200A Nguyễn Trung Trực,Phú Quốc",Miền Tây,Kiên Giang,Tier 2,10.2270212,103.9776106,4133,1631,202,0.0
1433,"TTKH 311-313 Nguyễn Văn Cừ,Long Biên",Miền Bắc,Hà Nội,Tier 1,21.0457263,105.8752993,12841,908,540,2.0
1434,"TTKH 229A-231 Tân Sơn Nhì,Tân Phú",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7980396,106.6315769,8428,491,302,4.68
1436,"TTKH 130 Ba Cu, Vũng Tàu",Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 1,10.3510198,107.0788527,6756,319,203,5.0
1437,"TTKH 190 Yersin,Thủ Dầu Một",Đông Nam Bộ,Bình Dương,Tier 1,10.9824921,106.6584844,13238,2025,291,5.0
1438,"TTKH 167-169 Mạc Thiên Tích,Hà Tiên",Miền Tây,Kiên Giang,Tier 3,10.3787754,104.483122,1571,224,87,5.0
1439,"TTKH 71 Biên Hòa,Hà Nam",Miền Bắc,Hà Nam,Tier 2,20.5438794,105.9171587,6876,21,217,5.0
1440,PNJ BigC An Lạc,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7303369,106.6038563,4961,56,107,0.0
1445,"TTKH 504 Hùng Vương, Pleiku",Tây Nguyên,Tây Nguyên,Tier 2,13.9724768,108.0129027,6959,4273,197,5.0
1446,"TTKH 226 Lê Văn Quới, Bình Tân",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.775652,106.6146735,11393,281,268,5.0
1447,"TTKH 72 Thái Nguyên, Nha Trang",Tây Nguyên,Tây Nguyên,Tier 1,12.2490987,109.1837013,4717,1155,188,1.0
1448,"TTKH 358-360 Quang Trung, Quảng Ngãi",Miền Trung,Quảng Ngãi,Tier 1,15.1237315,108.8034135,6303,887,218,4.6
1450,"TTKH 94-96 Nguyễn Thái Học, Vị Thanh",Miền Tây,Hậu Giang,Tier 2,9.778626,105.465504,4926,665,151,4.98
1451,"TTKH 139 Trần Hưng Đạo, Sóc Trăng",Miền Tây,Sóc Trăng,Tier 2,9.5959712,105.9708661,8120,6322,141,5.0
1452,"TTKH 68 Lê Lợi, Bắc Giang",Miền Bắc,Bắc Giang,Tier 2,21.2719834,106.1938864,4803,2273,417,5.0
1453,PNJ Vincom Cao Lãnh,Miền Tây,Đồng Tháp,Tier 2,10.4561446,105.6337856,8969,150,122,0.0
1454,"PNJ NEXT 123 Nguyễn Văn Linh, Hải Châu",Miền Trung,Đà Nẵng,Tier 1,16.0604327,108.2158932,22486,611,466,2.9
1455,"TTKH 684 Quốc lộ 1A,Biên Hòa",Đông Nam Bộ,Đồng Nai,Tier 1,10.9693362,106.8971628,7734,1157,323,5.0
1456,"PNJ NEXT 110 Cầu Giấy, Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0325521,105.8003723,58116,1134,1073,5.0
1457,"TTKH 139-141 Dương Bá Trạc, Q8",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.747743,106.6889489,11726,89,276,5.0
1459,"TTKH 521-523 Ba Mươi Tháng Tư, Vũng Tàu",Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 1,10.3985236,107.1130266,5545,805,205,0.0
1461,PNJ Aeon Hà Đông,Miền Bắc,Hà Nội,Tier 1,20.9711523,105.779009,23557,866,210,5.0
1463,"TTKH 82 Quang Trung,Tuyên Quang",Miền Bắc,Tuyên Quang,Tier 3,21.8171949,105.2089894,2165,761,124,5.0
1464,"TTKH 153 Phan Bội Châu, Quy Nhơn",Miền Trung,Bình Định,Tier 1,13.7755362,109.2297636,7874,704,155,5.0
1465,"TTKH 186 Hùng Vương, Huế",Miền Trung,Thừa Thiên Huế,Tier 1,16.4561603,107.6001812,9118,3914,172,5.0
1466,"TTKH 234 Phan Đình Phùng, Quảng Ngãi",Miền Trung,Quảng Ngãi,Tier 1,15.1165424,108.8025722,7336,1527,185,5.0
1467,PNJ Vincom Kon Tum,Tây Nguyên,Tây Nguyên,Tier 2,14.3486497,108.0005244,3733,256,108,5.0
1468,"TTKH 75 Phan Đình Phùng,Hà Tĩnh",Miền Bắc,Hà Tĩnh,Tier 3,18.3400369,105.9028806,3769,2275,222,0.0
1469,PNJ Go Trà Vinh,Miền Tây,Trà Vinh,Tier 2,9.9232587,106.3285331,6450,674,68,0.0
1470,PNJ Vincom+ Ninh Hoà,Tây Nguyên,Tây Nguyên,Tier 3,12.4890824,109.132148,1544,275,87,5.0
1471,"TTKH 67 Trần Duy Hưng,Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0116738,105.801129,29241,926,744,5.0
1472,PNJ Estella,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8015487,106.7491636,16716,58,671,4.92
1473,"TTKH 7-9 Y Wang,Buôn Ma Thuột",Tây Nguyên,Tây Nguyên,Tier 1,12.65691,108.0279946,3706,1618,86,5.0
1474,"TTKH 13 Lê Xoay,Vĩnh Phúc",Miền Bắc,Vĩnh Phúc,Tier 2,21.3088268,105.597194,4890,1457,351,5.0
1475,"TTKH 595 Điện Biên,Yên Bái",Miền Bắc,Yên Bái,Tier 3,21.7150218,104.90256,1701,568,148,0.0
1476,"TTKH 114-116 Nguyễn Oanh,Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.829182,106.6788254,10782,533,275,5.0
1477,PNJ GoldCoast Nha Trang,Tây Nguyên,Tây Nguyên,Tier 1,12.2478331,109.194989,8303,146,144,0.0
1478,"TTKH 473 Huỳnh Tấn Phát,Q7",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7452824,106.7295676,11403,196,393,0.0
1479,"TTKH 627 Nguyễn Ảnh Thủ,Q12",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8736332,106.6219638,12451,570,404,5.0
1480,"TTKH 266A Trần Nguyên Hãn,Hải Phòng",Miền Bắc,Hải Phòng,Tier 1,20.8447103,106.6700623,7656,1598,275,5.0
1481,"TTKH 211-213 Hai Bà Trưng,Thái Bình",Miền Bắc,Thái Bình,Tier 2,20.4476317,106.3434156,8309,1685,490,5.0
1482,"TTKH 1 Phan Văn Hớn,Q12",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8288503,106.6158843,13452,339,318,5.0
1483,"TTKH 268 Nguyễn Duy Trinh,Q2",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7877483,106.765923,13681,468,624,5.0
1484,"TTKH 01 Nguyễn Thái Học,Chí Linh",Miền Bắc,Hải Dương,Tier 3,21.1125257,106.39341,3253,1173,104,5.0
1485,"TTKH 7 Hồ Tùng Mậu,Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0363323,105.7784693,31633,2374,1088,4.99
1487,"PNJ NEXT 54-56 Cầu Đất,Hải Phòng",Miền Bắc,Hải Phòng,Tier 1,20.8548817,106.6825998,0,2600,0,5.0
1488,"TTKH 71-73 Trần Hưng Đạo,Hồng Ngự",Miền Tây,Đồng Tháp,Tier 3,10.8087108,105.3438294,3486,1094,138,0.0
1489,"TTKH 245 Phạm Văn Đồng,Cam Ranh",Tây Nguyên,Tây Nguyên,Tier 2,11.9151741,109.1491938,1404,946,138,0.0
1490,"TTKH 93 Hùng Vương,Ba Đồn",Miền Trung,Quảng Bình,Tier 2,17.7529319,106.4211585,2368,686,129,5.0
1491,"TTKH 114-116-118 Nguyễn Huệ, Bình Long",Đông Nam Bộ,Bình Phước,Tier 3,11.6495686,106.6079498,3160,815,128,5.0
1492,"TTKH 81 Nguyễn Đình Chiểu,Bến Tre",Miền Tây,Bến Tre,Tier 2,10.2360418,106.3796474,7015,411,201,5.0
1493,PNJ Go Buôn Ma Thuột,Tây Nguyên,Tây Nguyên,Tier 1,12.6837762,108.0184621,3751,151,104,0.0
1494,PNJ Coop Sa Đéc,Miền Tây,Đồng Tháp,Tier 2,10.289894,105.7583303,4234,194,111,0.0
1495,PNJ Aeonmall Hải Phòng,Miền Bắc,Hải Phòng,Tier 1,20.8327099,106.6821931,16891,865,194,5.0
1496,TTKH 406-408 Tùng Thiện Vương,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7447962,106.6566106,9732,219,197,0.0
1497,Style Aeon Tân Phú,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8015819,106.6174433,11546,0,128,4.5
1500,"TTKH 279-281 Ngô Gia Tự, An Nhơn",Miền Trung,Bình Định,Tier 3,13.8888358,109.1134977,3301,335,185,5.0
1502,TTKH 5 Quốc lộ 22 Trảng Bàng,Đông Nam Bộ,Tây Ninh,Tier 3,11.03147,106.3682279,4452,769,145,5.0
1504,"TTKH 196-198 Tôn Đức Thắng,Phan Thiết",Tây Nguyên,Tây Nguyên,Tier 2,10.9332014,108.1112989,6159,1127,177,1.0
1505,"TTKH NEXT 189 Bà Triệu, Hà Nội",Miền Bắc,Hà Nội,Tier 1,21.011931,105.8492308,26909,958,516,3.67
1506,"TTKH 46-48 Quốc Lộ 1A, Giá Rai",Miền Tây,Bạc Liêu,Tier 3,9.22945309999999,105.4234689,2201,450,68,0.0
1507,"TTKH 128 Quốc Lộ 91, Châu Phú",Miền Tây,An Giang,Tier 3,10.5647124,105.2477925,2846,293,112,0.0
1508,"TTKH 281 Lê Văn Việt, Q9",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.84736,106.776055,16890,636,497,4.09
1509,"TTKH 287A Tô Ngọc Vân,Thủ Đức",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8589765,106.7484722,13662,644,369,5.0
1510,"TTKH 85 Nguyễn Văn Cừ, Vinh",Miền Bắc,Nghệ An,Tier 2,18.6758665,105.6870017,8999,1657,295,5.0
1511,"TTKH 30-32 Trần Hưng Đạo, Ô Môn",Miền Tây,Cần Thơ,Tier 3,10.1150885,105.6218144,2873,541,123,0.0
1512,"TTKH 2 Trần Quý Cáp, Điện Bàn",Miền Trung,Quảng Nam,Tier 3,15.8950721,108.2441765,4638,823,155,5.0
