Plant,TÊN CỬA HÀNG,Chi nhánh,TỈNH/TP (TRÊN SAP),Tier,Latitude,Longitude,Total View GMB,Tin nhắn FMB x ZMB,Chỉ đường GMB,Điểm 5* GMB
1377,"TTKH 3/2 Đồng Khởi,Đồng Khởi",Đông Nam Bộ,Đồng Nai,Tier 1,10.9567481,106.8606568,14278,786,404,0.0
1378,"TTKH 101-103 Nguyễn Gia Trí,Bình Thạnh",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8053822,106.7159545,43064,833,896,4.33
1379,"TTKH 216 Đỗ Xuân Hợp,Q9",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8274865,106.7686205,32483,1970,745,4.84
1380,"TTKH 863-865 Quang Trung,Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8434396,106.6411115,12482,1561,544,4.89
1381,"TTKH 1871 Huỳnh Tấn Phát,Nhà Bè",Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.6966707,106.7393377,13013,132,316,1.0
1382,"PNJ CresentMall,Q7",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7285727,106.7185675,9900,445,147,2.5
1383,"TTKH 745 Lê Trọng Tấn,Bình Tân",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8156449,106.6029923,21910,685,317,3.5
1384,PNJ Vincom Landmark 81,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7936931,106.7221373,25216,259,256,3.0
1385,"TTKH 337 Cộng Hòa,Tân Bình",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8020394,106.6429208,21446,317,563,3.0
1386,PNJ Centralmall Củ Chi,Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.9838256,106.5797991,4335,499,102,5.0
1388,"TTKH 514 Bạch Mai,Hai Bà Trưng",Miền Bắc,Hà Nội,Tier 1,20.9964377,105.8498753,39510,1475,628,5.0
1389,"TTKH 94-96 Kim Mã,Ba Đình",Miền Bắc,Hà Nội,Tier 1,21.0323397,105.8273751,34930,1091,678,5.0
1390,PNJ Vincom Trần Phú Thanh Hóa,Miền Bắc,Thanh Hóa,Tier 2,19.8102226,105.7775083,15845,643,458,5.0
1391,PNJ Vincom Lý Thái Tổ Bắc Ninh,Miền Bắc,Bắc Ninh,Tier 2,21.1783389,106.072202,12792,327,594,5.0
1392,"TTKH 1 Tam Thanh,Lạng Sơn",Miền Bắc,Lạng Sơn,Tier 3,21.8568162,106.7460686,1601,962,101,0.0
1394,"TTKH 176 Mai Thúc Loan,Huế",Miền Trung,Thừa Thiên Huế,Tier 1,16.4746547,107.5794811,9092,1286,155,5.0
1395,"TTKH 72 Ông Ích Đường,Cẩm Lệ",Miền Trung,Đà Nẵng,Tier 2,16.015705,108.2048887,16975,818,286,5.0
1397,PNJ Vincom Đồng Hới,Miền Trung,Quảng Bình,Tier 1,17.4646465,106.6276997,6262,1488,175,5.0
1398,PNJ Vincom Huế,Miền Trung,Thừa Thiên Huế,Tier 1,16.4631061,107.5945241,19863,672,220,5.0
1401,"TTKH 92-94 Huỳnh Thúc Kháng,Gia Nghĩa",Tây Nguyên,Tây Nguyên,Tier 2,12.0044978,107.6833158,3185,743,167,0.0
1404,"TTKH 121 Thống Nhất,Đức Trọng",Tây Nguyên,Tây Nguyên,Tier 3,11.7314968,108.3754917,6948,1780,207,1.0
1405,PNJ Vincom Trần Phú Nha Trang,Tây Nguyên,Tây Nguyên,Tier 1,12.233215,109.1972188,31641,392,216,4.83
1406,"TTKH 462 Nguyễn Thị Thập,Q7",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7395998,106.7071818,48648,2789,1292,3.44
1407,PNJ DiamondPlaza,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7808086,106.6987697,20685,45,186,1.0
1408,"TTKH 85 Hùng Vương,Hòa Thành",Đông Nam Bộ,Tây Ninh,Tier 3,11.2863203,106.1291625,11751,989,242,0.0
1409,PNJ Coop Phan Rí Cửa,Tây Nguyên,Tây Nguyên,Tier 3,11.1804493,108.5765815,1984,0,109,0.0
1410,PNJ Coop Cần Giuộc,Miền Tây,Long An,Tier 3,,,137,0,73,0.0
1411,PNJ Go Mỹ Tho,Miền Tây,Tiền Giang,Tier 2,10.3590388,106.3409454,15647,1487,324,5.0
1412,"TTKH 245 Trần Phú,Cẩm Phả",Miền Bắc,Quảng Ninh,Tier 3,21.0130045,107.281598,3788,48,189,0.0
1413,"TTKH 168 Hùng Vương,Móng Cái",Miền Bắc,Quảng Ninh,Tier 2,21.5276805,107.9707936,3713,0,96,5.0
1416,"TTKH 165 Nguyễn Văn Thoại,Sơn Trà",Miền Trung,Đà Nẵng,Tier 2,16.0551122,108.2415806,27636,1522,559,4.75
1418,PNJ SenseCity Phạm Văn Đồng,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8276757,106.7223512,12782,737,138,4.51
1419,"TTKH 1580 Hùng Vương,Việt Trì",Miền Bắc,Phú Thọ,Tier 2,21.3271818,105.3801178,6623,1651,339,4.75
1420,"TTKH 139-141 Lê Trọng Tấn,Tân Phú",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8059626,106.6278496,22414,256,452,3.0
1421,"PNJ NEXT 196 Hai Bà Trưng,Q1",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7865068,106.6940043,38530,2197,1892,3.15
1427,"TTKH 513 Điện Biên Phủ,Thanh Khê",Miền Trung,Đà Nẵng,Tier 1,16.0654097,108.1856748,19942,1398,345,5.0
1428,"TTKH 455 Núi Thành,Hải Châu",Miền Trung,Đà Nẵng,Tier 1,16.0368661,108.2223497,14035,1432,347,4.5
1429,PNJ Vincom Quảng Ngãi,Miền Trung,Quảng Ngãi,Tier 1,15.1135282,108.8101722,8321,998,393,4.5
1430,"TTKH 113 Phạm Ngũ Lão,Hải Dương",Miền Bắc,Hải Dương,Tier 2,20.9379858,106.3226223,8157,2359,654,5.0
1432,"TTKH 200A Nguyễn Trung Trực,Phú Quốc",Miền Tây,Kiên Giang,Tier 2,10.2270212,103.9776106,19033,1610,315,5.0
1433,"TTKH 311-313 Nguyễn Văn Cừ,Long Biên",Miền Bắc,Hà Nội,Tier 1,21.0457263,105.8752993,38443,0,657,5.0
1434,"TTKH 229A-231 Tân Sơn Nhì,Tân Phú",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7980396,106.6315769,12153,871,451,4.0
1436,"TTKH 130 Ba Cu, Vũng Tàu",Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 1,10.3510198,107.0788527,8931,982,237,4.0
1437,"TTKH 190 Yersin,Thủ Dầu Một",Đông Nam Bộ,Bình Dương,Tier 1,10.9824921,106.6584844,17289,1103,453,5.0
1438,"TTKH 167-169 Mạc Thiên Tích,Hà Tiên",Miền Tây,Kiên Giang,Tier 3,10.3787754,104.483122,3007,206,135,0.0
1439,"TTKH 71 Biên Hòa,Hà Nam",Miền Bắc,Hà Nam,Tier 2,20.5438794,105.9171587,13970,73,380,0.0
1440,PNJ BigC An Lạc,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7303369,106.6038563,6010,27,104,5.0
1445,"TTKH 504 Hùng Vương, Pleiku",Tây Nguyên,Tây Nguyên,Tier 2,13.9724768,108.0129027,9901,3492,312,5.0
1446,"TTKH 226 Lê Văn Quới, Bình Tân",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.775652,106.6146735,17553,504,269,5.0
1447,"TTKH 72 Thái Nguyên, Nha Trang",Tây Nguyên,Tây Nguyên,Tier 1,12.2490987,109.1837013,10846,1318,238,1.0
1448,"TTKH 358-360 Quang Trung, Quảng Ngãi",Miền Trung,Quảng Ngãi,Tier 1,15.1237315,108.8034135,10053,1025,309,5.0
1450,"TTKH 94-96 Nguyễn Thái Học, Vị Thanh",Miền Tây,Hậu Giang,Tier 2,9.778626,105.465504,8000,885,199,5.0
1451,"TTKH 139 Trần Hưng Đạo, Sóc Trăng",Miền Tây,Sóc Trăng,Tier 2,9.5959712,105.9708661,10570,2746,163,1.0
1452,"TTKH 68 Lê Lợi, Bắc Giang",Miền Bắc,Bắc Giang,Tier 2,21.2719834,106.1938864,12695,2545,640,0.0
1453,PNJ Vincom Cao Lãnh,Miền Tây,Đồng Tháp,Tier 2,10.4561446,105.6337856,10081,149,170,5.0
1454,"PNJ NEXT 123 Nguyễn Văn Linh, Hải Châu",Miền Trung,Đà Nẵng,Tier 1,16.0604327,108.2158932,30205,860,730,4.9
1455,"TTKH 684 Quốc lộ 1A,Biên Hòa",Đông Nam Bộ,Đồng Nai,Tier 1,10.9693362,106.8971628,9466,0,332,1.0
1456,"PNJ NEXT 110 Cầu Giấy, Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0325521,105.8003723,57398,3652,1742,4.97
1457,"TTKH 139-141 Dương Bá Trạc, Q8",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.747743,106.6889489,21249,907,282,0.0
1459,"TTKH 521-523 Ba Mươi Tháng Tư, Vũng Tàu",Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 1,10.3985236,107.1130266,9585,0,264,5.0
1461,PNJ Aeon Hà Đông,Miền Bắc,Hà Nội,Tier 1,20.9711523,105.779009,24219,2196,250,4.9
1463,"TTKH 82 Quang Trung,Tuyên Quang",Miền Bắc,Tuyên Quang,Tier 3,21.8171949,105.2089894,2892,1327,186,5.0
1464,"TTKH 153 Phan Bội Châu, Quy Nhơn",Miền Trung,Bình Định,Tier 1,13.7755362,109.2297636,13296,1238,132,5.0
1465,"TTKH 186 Hùng Vương, Huế",Miền Trung,Thừa Thiên Huế,Tier 1,16.4561603,107.6001812,15939,2194,227,5.0
1466,"TTKH 234 Phan Đình Phùng, Quảng Ngãi",Miền Trung,Quảng Ngãi,Tier 1,15.1165424,108.8025722,14091,1970,229,5.0
1467,PNJ Vincom Kon Tum,Tây Nguyên,Tây Nguyên,Tier 2,14.3486497,108.0005244,5695,222,158,0.0
1468,"TTKH 75 Phan Đình Phùng,Hà Tĩnh",Miền Bắc,Hà Tĩnh,Tier 3,18.3400369,105.9028806,4985,2988,343,5.0
1469,PNJ Go Trà Vinh,Miền Tây,Trà Vinh,Tier 2,9.9232587,106.3285331,8753,275,161,5.0
1470,PNJ Vincom+ Ninh Hoà,Tây Nguyên,Tây Nguyên,Tier 3,12.4890824,109.132148,2135,399,77,0.0
1471,"TTKH 67 Trần Duy Hưng,Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0116738,105.801129,41770,698,1039,4.97
1472,PNJ Estella,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8015487,106.7491636,547397,30,530,4.92
1473,"TTKH 7-9 Y Wang,Buôn Ma Thuột",Tây Nguyên,Tây Nguyên,Tier 1,12.65691,108.0279946,4752,1175,147,0.0
1474,"TTKH 13 Lê Xoay,Vĩnh Phúc",Miền Bắc,Vĩnh Phúc,Tier 2,21.3088268,105.597194,7246,2456,705,4.96
1475,"TTKH 595 Điện Biên,Yên Bái",Miền Bắc,Yên Bái,Tier 3,21.7150218,104.90256,2920,1144,176,5.0
1476,"TTKH 114-116 Nguyễn Oanh,Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.829182,106.6788254,13907,813,326,5.0
1477,PNJ GoldCoast Nha Trang,Tây Nguyên,Tây Nguyên,Tier 1,12.2478331,109.194989,35727,420,226,5.0
1478,"TTKH 473 Huỳnh Tấn Phát,Q7",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7452824,106.7295676,17186,110,467,1.0
1479,"TTKH 627 Nguyễn Ảnh Thủ,Q12",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8736332,106.6219638,16492,984,438,5.0
1480,"TTKH 266A Trần Nguyên Hãn,Hải Phòng",Miền Bắc,Hải Phòng,Tier 1,20.8447103,106.6700623,10551,2154,292,5.0
1481,"TTKH 211-213 Hai Bà Trưng,Thái Bình",Miền Bắc,Thái Bình,Tier 2,20.4476317,106.3434156,8154,2183,719,5.0
1482,"TTKH 1 Phan Văn Hớn,Q12",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8288503,106.6158843,20397,1281,437,5.0
1483,"TTKH 268 Nguyễn Duy Trinh,Q2",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7877483,106.765923,28606,1206,755,3.0
1484,"TTKH 01 Nguyễn Thái Học,Chí Linh",Miền Bắc,Hải Dương,Tier 3,21.1125257,106.39341,12748,1586,349,5.0
1485,"TTKH 7 Hồ Tùng Mậu,Cầu Giấy",Miền Bắc,Hà Nội,Tier 1,21.0363323,105.7784693,49388,1612,1231,4.98
1487,"PNJ NEXT 54-56 Cầu Đất,Hải Phòng",Miền Bắc,Hải Phòng,Tier 1,20.8548817,106.6825998,5312,2606,202,4.95
1488,"TTKH 71-73 Trần Hưng Đạo,Hồng Ngự",Miền Tây,Đồng Tháp,Tier 3,10.8087108,105.3438294,5537,1171,346,4.75
1489,"TTKH 245 Phạm Văn Đồng,Cam Ranh",Tây Nguyên,Tây Nguyên,Tier 2,11.9151741,109.1491938,3067,336,149,5.0
1490,"TTKH 93 Hùng Vương,Ba Đồn",Miền Trung,Quảng Bình,Tier 2,17.7529319,106.4211585,3987,1234,183,5.0
1491,"TTKH 114-116-118 Nguyễn Huệ, Bình Long",Đông Nam Bộ,Bình Phước,Tier 3,11.6495686,106.6079498,6797,618,159,4.67
1492,"TTKH 81 Nguyễn Đình Chiểu,Bến Tre",Miền Tây,Bến Tre,Tier 2,10.2360418,106.3796474,10342,431,158,5.0
1493,PNJ Go Buôn Ma Thuột,Tây Nguyên,Tây Nguyên,Tier 1,12.6837762,108.0184621,7191,346,258,1.0
1494,PNJ Coop Sa Đéc,Miền Tây,Đồng Tháp,Tier 2,10.289894,105.7583303,6379,108,106,0.0
1495,PNJ Aeonmall Hải Phòng,Miền Bắc,Hải Phòng,Tier 1,20.8327099,106.6821931,13793,2171,237,4.98
1496,TTKH 406-408 Tùng Thiện Vương,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7447962,106.6566106,15481,82,243,0.0
1497,Style Aeon Tân Phú,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8015819,106.6174433,17038,0,152,5.0
1500,"TTKH 279-281 Ngô Gia Tự, An Nhơn",Miền Trung,Bình Định,Tier 3,13.8888358,109.1134977,6575,762,188,4.9
1502,TTKH 5 Quốc lộ 22 Trảng Bàng,Đông Nam Bộ,Tây Ninh,Tier 3,11.03147,106.3682279,5503,0,193,5.0
1504,"TTKH 196-198 Tôn Đức Thắng,Phan Thiết",Tây Nguyên,Tây Nguyên,Tier 2,10.9332014,108.1112989,12753,992,261,3.0
1505,"TTKH NEXT 189 Bà Triệu, Hà Nội",Miền Bắc,Hà Nội,Tier 1,21.011931,105.8492308,31274,1104,1145,4.98
1506,"TTKH 46-48 Quốc Lộ 1A, Giá Rai",Miền Tây,Bạc Liêu,Tier 3,9.22945309999999,105.4234689,2801,267,119,5.0
1507,"TTKH 128 Quốc Lộ 91, Châu Phú",Miền Tây,An Giang,Tier 3,10.5647124,105.2477925,3962,201,101,0.0
1508,"TTKH 281 Lê Văn Việt, Q9",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.84736,106.776055,19105,418,505,4.67
1509,"TTKH 287A Tô Ngọc Vân,Thủ Đức",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8589765,106.7484722,16260,769,492,1.0
1510,"TTKH 85 Nguyễn Văn Cừ, Vinh",Miền Bắc,Nghệ An,Tier 2,18.6758665,105.6870017,11565,2743,557,5.0
1511,"TTKH 30-32 Trần Hưng Đạo, Ô Môn",Miền Tây,Cần Thơ,Tier 3,10.1150885,105.6218144,3103,0,154,5.0
1512,"TTKH 2 Trần Quý Cáp, Điện Bàn",Miền Trung,Quảng Nam,Tier 3,15.8950721,108.2441765,7297,1229,211,5.0
1513,Style Takashimaya,Hồ Chí Minh,Hồ Chí Minh,Tier 1,,,19455,0,233,1.0
1514,TTKH 34 DT 746 Tân Uyên,Đông Nam Bộ,Bình Dương,Tier 3,11.0051885,106.7206884,14742,495,520,5.0
1515,"TTKH 181 Phạm Văn Đồng, Quảng Ngãi",Miền Trung,Quảng Ngãi,Tier 3,15.3046274,108.7555011,2710,717,168,5.0
1516,"TTKH PNJ 261 Ngô Gia Tự, Phan Rang",Tây Nguyên,Tây Nguyên,Tier 2,11.5644795,108.9951454,8734,0,210,0.0
1517,"TTKH 487 Hùng Vương, Buôn Hồ",Tây Nguyên,Tây Nguyên,Tier 3,12.91417,108.2660013,3431,1022,197,0.0
1518,"TTKH 118C-119C ĐT 824, Đức Hòa",Miền Tây,Long An,Tier 3,10.8667562,106.4944191,10887,381,492,5.0
1520,"TTKH 1039A Hùng Vương, Ngã Bảy",Miền Tây,Hậu Giang,Tier 3,9.8159758,105.8162164,4176,379,135,4.0
1521,"TTKH 69 Nguyễn Văn Cừ, Phú Quốc",Miền Tây,Kiên Giang,Tier 2,10.0187795,104.0151869,18346,212,178,1.0
1522,"TTKH 67 Nguyễn Hữu Tiến, Duy Tiên",Miền Bắc,Hà Nam,Tier 3,20.6431454,105.9230962,9201,1823,298,5.0
1523,"TTKH 105 Nguyễn Trãi, Dĩ An",Đông Nam Bộ,Bình Dương,Tier 1,10.9048037,106.7567965,14484,673,378,5.0
1524,"TTKH 319-321 Đường Số 7, Bình Tân",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7515601,106.6112552,17823,217,517,2.2
1525,PNJ Vincom Smart City Hà Nội,Miền Bắc,Hà Nội,Tier 1,21.0055672,105.7544203,8027,1005,186,4.99
1526,"TTKH 324-326 Nguyễn Trãi, Nam Từ Liêm",Miền Bắc,Hà Nội,Tier 1,20.9866654,105.7959239,43588,1157,1302,5.0
1527,"TTKH 409 Ngọc Hồi, Thanh Trì",Miền Bắc,Hà Nội,Tier 2,20.944915,105.8447839,13936,1216,361,5.0
1528,"PNJ Next LK4 Quang Trung, Vinh",Miền Bắc,Nghệ An,Tier 2,18.6749412,105.6741477,6802,1745,289,5.0
1529,"TTKH 244 Phạm Văn Đồng, H. Núi Thành",Miền Trung,Quảng Nam,Tier 3,15.4353622,108.6443153,2623,789,166,5.0
1530,"TTKH 10 Trần Hưng Đạo, TX Quảng Trị",Miền Trung,Quảng Trị,Tier 3,16.7408529,107.1856625,3948,557,186,5.0
1531,"TTKH 2641 Quang Trung, H. Hoài Nhơn",Miền Trung,Bình Định,Tier 3,14.4203055,109.0174044,2817,818,177,5.0
1532,TTKH 148-150 Nguyễn Tất Thành,Tây Nguyên,Tây Nguyên,Tier 3,12.4520916,107.6260198,2015,698,134,0.0
1533,"TTKH 107 Nguyễn Tri Phương, Tân Châu",Miền Tây,An Giang,Tier 3,10.7856281,105.2256158,4829,385,169,0.0
1534,"TTKH 663-665a Trần Phú, Bảo Lộc",Tây Nguyên,Tây Nguyên,Tier 2,11.5433245,107.8078011,4227,726,221,1.0
1535,"TTKH 163 Nguyễn Tất Thành, Năm Căn",Miền Tây,Cà Mau,Tier 3,8.7804664,104.9985127,1226,90,124,0.0
1537,TTKH 53 Liêu Bình Hương - Củ Chi,Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.9546719,106.5277717,10372,937,184,5.0
1538,TTKH 61A Trương Định - Gò Công,Miền Tây,Tiền Giang,Tier 3,10.3584302,106.6752999,5230,810,179,5.0
1539,"TTKH 367 Quang Trung, An Khê",Tây Nguyên,Tây Nguyên,Tier 3,13.9580974,108.6417703,1195,200,104,0.0
1540,"TTKH 404 Hùng Vương, Hoàn Lão",Miền Trung,Quảng Bình,Tier 3,17.5901878,106.5336213,2771,348,122,4.83
1541,"TTKH 1044 Hùng Vương, TT. Di Linh",Tây Nguyên,Tây Nguyên,Tier 3,11.5899332,108.0788783,1996,395,113,0.0
1542,"TTKH 16-18 Cao Lỗ, Đông Anh",Miền Bắc,Hà Nội,Tier 2,21.1411846,105.8454883,18653,1826,457,5.0
1543,"TTKH D8-D9/107 Xuân La, Bắc Từ Liêm",Miền Bắc,Hà Nội,Tier 1,21.0672606,105.8036543,27942,1193,636,5.0
1544,"TTKH 288 Quốc Lộ 91, Thốt Nốt",Miền Tây,Cần Thơ,Tier 3,10.2704577,105.5325319,2689,0,142,0.0
1545,"TTKH 153D Nguyễn Tất Thành, Cà Mau",Miền Tây,Cà Mau,Tier 2,9.1633537,105.1434628,6287,1415,188,0.0
1546,"TTKH 61 Quốc lộ 13, Chơn Thành",Đông Nam Bộ,Bình Phước,Tier 3,11.4194435,106.6153259,5088,749,228,0.0
1547,"Style Vạn Hạnh Mall, Q10",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7712347,106.6698295,9054,0,113,5.0
1548,"TTKH 443-445, Đường 2 tháng 4, phường Vĩnh Hải",Tây Nguyên,Tây Nguyên,Tier 1,12.3012659,109.1880085,13977,491,292,5.0
1549,"TTKH 413 Nguyễn Văn Tăng, Thủ Đức, Q9",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.8415724,106.8269056,17169,750,512,3.5
1550,"TTKH 460 Quốc lộ 13, Bến Cát",Đông Nam Bộ,Bình Dương,Tier 3,11.1467587,106.5989367,14261,1184,751,5.0
1551,"TTKH D19/22M Hương lộ 80, Bình Chánh",Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.8144136,106.5804682,17089,124,429,5.0
1552,"TTKH 1783-1785 Hùng Vương, Việt Trì",Miền Bắc,Phú Thọ,Tier 2,21.3147904,105.3917735,9217,2378,334,5.0
1553,"TTKH 27 Trường Chinh, Sơn La",Miền Bắc,Sơn La,Tier 3,21.3259354,103.9150224,2458,1348,131,5.0
1554,"TTKH 351 Nguyễn Tất Thành, Phước Long",Đông Nam Bộ,Bình Phước,Tier 3,11.8337331,106.9948945,3831,727,190,5.0
1555,"TTKH Giải Phóng, Phước An",Tây Nguyên,Tây Nguyên,Tier 3,12.7106746,108.3013132,4597,0,197,5.0
1556,"TTKH Ngã 6 Lý Công Uẩn, Lào Cai",Miền Bắc,Lào Cai,Tier 2,22.4858757,103.9712707,3084,1083,83,5.0
1557,"TTKH 56 Đường 30/4, Trảng Bom",Đông Nam Bộ,Đồng Nai,Tier 3,10.9562598,107.0073918,11351,1603,396,5.0
1558,"TTKH 70A-70B Lê Lợi, Lagi",Tây Nguyên,Tây Nguyên,Tier 3,10.6648154,107.7747241,3866,64,164,0.0
1559,"TTKH 12-14 Trần Hưng Đạo, Phúc Yên",Miền Bắc,Vĩnh Phúc,Tier 2,21.2318083,105.7063312,9317,1504,294,4.43
1560,"TTKH 293-295 Hoàng Diệu, Q4",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7602517,106.6996904,16924,1402,628,5.0
1561,"TTKH 112 Nam Kỳ Khởi Nghĩa, Mỹ Tho",Miền Tây,Tiền Giang,Tier 2,10.3568825,106.3618564,11534,841,312,3.0
1562,"TTKH 241 đường 30/4, Tây Ninh",Đông Nam Bộ,Tây Ninh,Tier 2,11.3150483,106.0970343,5804,0,193,3.0
1563,"TTKH 347 Nguyễn Hữu Thọ, Đà Nẵng",Miền Trung,Đà Nẵng,Tier 2,16.0370525,108.2103446,22620,683,292,1.0
1564,PNJ Aeon Mall Hà Đông 2,Miền Bắc,Hà Nội,Tier 1,20.9711523,105.779009,0,73,0,0.0
1565,PNJ Vincom Ninh Thuận,Tây Nguyên,Tây Nguyên,Tier 2,11.5634842,109.0092185,8230,170,197,0.0
1566,"TTKH 19 đường DT747, Hội Nghĩa",Đông Nam Bộ,Bình Dương,Tier 3,11.0947303,106.7714598,8154,668,565,5.0
1567,"TTKH 955 Kha Vạn Cân, Thủ Đức",Hồ Chí Minh,Thủ Đức,Tier 1,10.8517412,106.7547201,10905,537,409,3.6
1568,PNJ Thiso Mall,Hồ Chí Minh,Q02,Tier 1,10.7693924,106.7131959,27263,505,243,2.0
1569,"TTKH 54-56 Hùng Vương, Tháp Mười",Miền Tây,Đồng Tháp,Tier 3,10.5195178,105.8414064,2142,434,198,5.0
1570,"TTKH 1066 Nguyễn Tất Thành, Huế",Miền Trung,Thừa Thiên Huế,Tier 3,16.4105324,107.6751823,2663,501,132,0.0
1571,"TTKH 300 Quốc lộ 50, Cần Giuộc",Miền Tây,Long An,Tier 3,10.6013194,106.6663661,9777,1084,348,3.0
1575,"TTKH 738 Hùng Vương, Đinh Văn",Tây Nguyên,Tây Nguyên,Tier 3,11.7862553,108.253432,2435,429,153,5.0
1576,TTKH Vincom Shophouse Bạc Liêu,Miền Tây,Bạc Liêu,Tier 2,9.2939476,105.7215267,3678,942,118,5.0
1577,"TTKH 449-451 Hồ Ngọc Lãm, Bình Tân",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.724786,106.6092606,20036,368,386,3.67
1578,TTKH 1/85 Đường 22/12 Thuận Giao,Đông Nam Bộ,Bình Dương,Tier 2,10.9486466,106.7204674,12797,819,590,2.0
1579,"TTKH 778 Phạm Văn Đồng, Pleiku",Tây Nguyên,Tây Nguyên,Tier 2,14.0288655,107.9898468,3659,0,133,0.0
1580,"TTKH 8-9 KP Khang Gia, Cần Đước",Miền Tây,Long An,Tier 3,10.5192925,106.6080595,5483,355,138,5.0
1581,"TTKH 34A-34B Đà Nẵng, Máy Tơ",Miền Bắc,Hải Phòng,Tier 1,20.8613081,106.6949247,8629,1671,321,5.0
1582,"TTKH 8 Tỉnh Lộ 8, Củ Chi",Hồ Chí Minh,Củ Chi,Tier 2,10.9823642,106.5481977,6089,363,179,0.0
1583,TTKH 57/9 ấp Tiền Lân,Hồ Chí Minh,Hóc Môn,Tier 2,10.8346496,106.6064275,16687,820,327,3.0
1584,"TTKH 439A1 Phan Văn Trị, Gò vấp",Hồ Chí Minh,Gò Vấp,Tier 1,10.8232458,106.6914928,25351,631,445,3.1
1585,TTKH QL51 Mỹ Xuân - Phú Mỹ,Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 3,10.7494146,106.9699814,8234,504,371,5.0
1586,"TTKH 100 Ngô Quyền, Bình Minh",Miền Tây,Vĩnh Long,Tier 3,10.0360309,105.7832198,4158,227,227,1.0
1587,PNJ Hùng Vương Plaza,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7561068,106.664256,41193,310,386,3.0
1588,"TTKH 42 Nguyễn Hoàng, Thăng Bình",Miền Trung,Quảng Nam,Tier 3,15.7416996,108.3595147,2916,553,125,4.96
1589,"TTKH 146 Nguyễn Huệ, Thoại Sơn",Miền Tây,An Giang,Tier 3,10.2680591,105.2672584,1868,91,160,5.0
1590,"TTKH 53A Phạm Thái Bường, Vĩnh Long",Miền Tây,Vĩnh Long,Tier 2,10.2443237,105.978573,6790,2398,246,0.0
1591,"TTKH 110 Nguyễn Huệ, Cao Lãnh",Miền Tây,Đồng Tháp,Tier 2,10.4559642,105.6360522,9483,1756,313,5.0
1592,"TTKH CT4A Bắc Linh Đàm, Đại Kim",Miền Bắc,Hà Nội,Tier 1,20.9696025,105.8290757,28334,1115,950,3.0
1593,"TTKH 13A Nguyễn Hữu Cảnh, Chợ Mới",Miền Tây,An Giang,Tier 3,10.5488095,105.4034119,2043,376,137,0.0
1594,"TTKH 213 Lý Nam Đế, Thái Nguyên",Miền Bắc,Thái Nguyên,Tier 3,21.4126271,105.8813863,5347,1452,349,5.0
1596,"TTKH 71 Phan Chu Trinh, Đà Lạt",Tây Nguyên,Tây Nguyên,Tier 2,11.9533006,108.4689318,9158,908,169,3.0
1597,TTKH 405 QL22 Gò Dầu,Đông Nam Bộ,Tây Ninh,Tier 3,11.0814145,106.2684618,5677,1055,219,5.0
1598,"TTKH 311 Quang Trung, Tây Sơn",Miền Trung,Bình Định,Tier 3,13.9064013,108.9216843,4662,1142,133,5.0
